i,j,v
675076,511759,5
376168,449882,20
482024,423378,50
335897,477292,200
473065,310145,15
396276,435920,70
401784,273490,50
17360,405729,180
394895,347171,10
324915,468827,30
396357,518990,243
545756,545800,83
279485,507286,15
507286,279485,15
18763,600855,111
14688,14454,76
406564,424774,136
645767,3017,13
526763,327374,5
473065,405729,15
211535,339600,100
525467,527029,110
368056,343622,150
411769,325198,55
259525,17360,5
14451,19263,284
438793,342037,120
349555,462971,50
1407,1301,2000
293005,513643,191
392734,388622,203
392036,343622,20
452121,427349,1
431492,281836,5
320063,343622,200
784277,420229,1749
336902,343622,50
378422,451841,20
502325,440766,2
345272,511241,10
345272,569544,10
507286,492069,15
265743,402726,79
343056,285695,151
14589,520127,40
352694,309043,20
455449,333932,100
306758,419626,47
511197,330428,2
341185,427818,56
526778,541966,119
497740,379167,85
507937,522918,21
315283,474800,30
408838,418270,583
326390,266782,100
225851,249237,100
417426,279485,26
421714,462971,71
291140,500428,505
345272,620281,10
265409,421883,100
423378,452094,40
471735,379529,10
423378,354220,50
8447,237884,100
15117,454428,2
8447,510364,5
415042,420930,238
362962,391861,500
502325,713730,2
315697,389207,30
506483,487742,25
211693,438284,90
345272,513129,40
475151,17855,62
502325,511131,1
335503,388401,50
509648,306758,31
516273,272925,500
200661,343622,10
315697,778253,20
286094,3372,25
267671,428232,68
15117,302556,2
265409,263619,210
506483,455060,45
454819,420880,20
440080,590111,5
382998,380122,20
279485,417426,26
426579,273521,24
380486,259794,83
425589,430327,5
265409,343622,500
470458,472680,20
343039,481906,22
279485,612972,15
336653,626256,18
378422,482024,40
441956,409644,100
430789,497738,160
480411,500783,20
454819,503004,10
512139,370409,70
452121,269694,1
314532,423457,10
510796,519264,20
294209,335469,795
368013,412843,33
468829,430930,15
380287,490769,33
15117,7474,4
15117,445359,4
330471,470487,94
354795,12626,100
441102,323032,101
4567,12224,69
195117,8926,72
306666,305150,1000
337090,278406,100
473229,403689,68
1350,754,5000
390448,362062,37
269780,336594,10
308536,378422,25
508049,453804,1100
533305,281808,45
7472,482149,25
449488,511934,4
318908,424658,7
319055,235512,200
296687,407690,250
413025,343622,118
423378,427386,50
399485,459278,30
276695,243771,121
7212,2990,23
322356,8152,5
2341,364953,30
295329,412843,100
425915,484541,286
418296,500256,110
434016,310953,83
375775,444649,6
330083,354748,25
246292,378275,10
380400,453804,50
245124,322662,350
500500,504678,50
432563,447048,55
510004,449748,40
22761,416304,500
416781,502452,37
511498,430977,51
500537,443863,15
419752,372745,20
515078,612196,50
580274,307047,50
520989,301381,110
525578,266782,37
283144,213263,100
405751,247143,100
420669,427588,168
322356,265048,131
389646,487297,22
484640,367850,20
475598,485714,10
440212,494537,167
499252,424140,35
265048,12756,21
418782,484465,55
414180,247018,20
330172,391497,39
445562,503789,202
422759,242120,116
306401,509826,82
323070,406881,300
333772,409573,200
419852,401491,50
382645,385507,80
274563,390604,100
451976,451675,39
375624,435572,55
266782,308220,30
250329,360245,96
414708,327687,10
420657,485585,16
380062,335969,102
498233,332502,5
395008,428412,160
470430,423415,165
15792,211693,25
340132,444652,23
20118,324915,50
445544,478333,100
484791,461083,111
475586,523306,43
473307,279485,20
460892,347818,10
420767,434912,66
378689,475833,61
468732,15327,13
441956,262901,250
294370,395500,25
410258,444785,102
519897,400008,31
354767,14511,100
200661,319055,10
13474,365209,50
399485,434908,100
501244,434908,27
328883,224429,9
387528,466571,423
15513,8152,22
427017,385411,40
527771,199989,50
443863,505854,50
423770,4877,30
479174,385623,50
312316,396088,300
431541,15789,50
443863,505013,238
454410,454029,463
241763,211535,34
758774,3860,5
417780,394357,42
410577,458045,25
413592,502438,1555
449264,385627,10
291302,403507,20
488319,400550,105
260299,448502,11
425967,509523,125
441956,403507,236
20670,475586,50
466926,466111,100
414258,509256,10
340560,506483,12
475598,542598,32
422708,343434,30
510029,512534,100
333414,439799,10
333414,243818,100
405729,484150,70
643204,15776,10
505617,419042,177
365209,528550,50
339205,311516,50
428352,482984,15
247143,409573,20
499431,600379,60
215901,508473,50
344719,254022,200
354220,249958,15
511343,361731,5
454888,447765,30
348569,481945,15
360623,379089,30
428669,12626,50
238853,288204,20
238032,420772,14
422022,407315,172
10095,15594,25
333932,422910,173
281996,12915,100
19328,518992,20
509094,444283,49
283056,360623,250
369619,375140,40
13746,368399,200
326666,431710,32
13404,349624,70
293382,413828,10
2441,2904,1000
746908,351628,212
13404,655524,10
417063,510956,21
296687,422299,250
241141,6597,100
249332,15417,150
322662,585995,150
15792,8152,4
411061,286367,1301
433599,326736,300
480498,407705,500
508532,451513,110
232187,443085,444
22761,333061,50
393364,509862,100
455478,498002,10
449044,2904,1
234616,347868,100
613382,617496,39
22761,348944,105
534280,530935,50
467270,421227,100
273442,326040,200
236581,234796,420
423770,501087,3
431233,408842,12
281676,211693,200
453512,452804,8
416401,248216,2
15696,276506,22
273708,345497,100
269141,484444,20
428549,417884,2
436577,436199,69
407432,382645,30
509150,506259,50
407366,228985,53
459213,309639,8
420554,308426,29
266782,333414,50
385627,289295,70
535238,441632,3
381208,532185,162
516002,532260,136
290963,393597,45
215901,192379,60
349975,426178,100
419521,291217,40
544421,539840,23
431710,355677,30
16651,228993,501
232704,373904,127
238032,467135,11
223778,261245,120
471502,330083,10
516618,362062,105
443909,431880,3
17855,499687,60
257901,576502,460
319533,365209,50
507132,17004,432
449044,449301,21
283144,330471,100
449488,287173,4
16565,420880,100
8405,337090,420
10705,16826,20
371154,428352,50
462213,7408,3
385793,316088,15
227936,20919,10
439999,460508,100
369904,326306,50
414708,368021,25
685084,13946,13
411778,404491,100
360245,269991,10
463035,455635,190
516028,394357,10
192905,448505,100
375536,516028,44
485585,236636,20
4167,20286,1616
326702,283144,20
17568,230147,500
409573,485585,22
443136,7933,3
511146,395500,26
224429,412843,420
347969,332300,33
332300,280002,20
453804,381369,300
612367,608081,10
390336,406881,25
420229,685084,14
9326,411226,16
444067,482024,51
453512,534426,10
435716,426065,50
458767,249122,30
325289,439338,70
542351,508409,10
287372,291327,2000
497257,18763,7
516028,274580,10
508540,424432,197
353819,437357,980
510295,454803,113
14882,526482,10
767353,439405,84
407704,263574,100
385627,424774,200
415306,377060,200
417555,297006,623
463224,357570,86
508050,514796,270
382368,234327,50
9270,479263,88
16629,507509,200
383436,448402,31
268290,350129,280
425980,504902,53
383090,377260,45
339558,405220,70
537086,323501,10
337090,8405,300
508836,508381,35
318908,627306,7
237973,101,333
350766,373923,10
348611,653563,15
496514,455682,100
192702,18723,69
500428,291140,500
326702,283056,40
416557,498059,9
269321,424542,10
510566,464071,135
388553,4483,125
492983,445548,20
422708,705662,100
242661,403090,24
385699,386491,60
509523,425967,124
296687,446581,100
448505,401271,40
456735,500590,200
241763,397815,25
416401,514577,94
416401,502908,33
284679,502908,22
410577,614273,10
435501,218142,80
270138,337090,169
17137,16169,50
283144,337090,500
472680,16636,5
317799,321806,404
443478,435897,100
399855,421100,60
501148,422447,51
342551,507376,20
273708,263574,100
406881,246458,20
542351,646093,10
340132,283144,23
485843,408509,49
340132,332316,23
385507,393855,33
232687,459894,5
9326,11037,5
620147,512736,83
187825,4760,100
18802,448844,12
470430,192531,299
632816,426924,50
288204,397392,169
249958,308284,88
345861,11299,100
209586,232704,50
399949,480880,159
284679,436577,69
452775,394794,92
535736,410435,26
503541,439396,105
424380,380039,140
632371,557166,25
354795,328041,50
386219,269169,8
483033,605092,50
415388,309710,10
328836,513010,11
439285,284460,153
238032,718636,12
582633,503891,17
443478,430312,100
436544,618814,9
368021,431880,244
476033,195117,15
337090,296687,100
510503,427732,43
19328,526763,10
269780,19266,5
392030,12626,1500
454860,403461,21
293760,386139,33
471995,601092,15
224429,473065,250
456735,344029,20
296315,481945,225
293002,508096,200
504991,686665,289
242661,621342,16
378275,344029,105
685084,423036,13
500738,396088,500
406881,493739,60
8405,13874,420
237884,244479,1000
399715,768795,33
192702,5952,369
326040,14836,100
456585,247143,20
508967,281996,200
259404,435572,49
255648,17762,475
789252,443198,10
314176,417769,666
505013,443863,240
289659,459233,1500
283144,270138,100
747757,507309,100
21020,415872,50
218142,400074,171
503208,439396,100
283056,307971,120
645767,1795,2
511237,511190,10
511190,517387,11
18465,345046,461
517378,517057,123
517378,517057,61
333524,281676,33
475598,279606,15
336323,289860,380
300236,405579,96
416580,234568,10
351827,486954,131
514200,508645,62
370322,329423,250
375775,443198,10
403020,440524,24
461283,431795,70
501087,427839,235
375775,420657,20
353819,521007,28
349975,395662,30
405451,376468,53
381401,399257,83
353632,243664,464
427393,427280,87
381793,405451,101
309715,422233,10
445544,434621,30
416299,16740,889
368013,265153,33
441593,386184,150
253540,277502,5
514814,514872,266
9270,406908,88
434255,497738,21
1768,269321,34
191503,331605,15
449851,366380,20
264450,490427,5
349623,381062,30
16636,426065,50
318908,622814,7
437686,419388,159
270138,249332,50
350228,602,5
3103,263685,10
460508,322602,212
407409,409701,934
196045,372888,5
386770,196045,10
475478,475326,20
385591,419521,90
488143,320480,10
425675,508094,108
493739,407655,50
391444,712174,8
452094,423378,50
18766,493739,15
490025,501087,143
334811,462351,200
321806,517066,120
315676,321969,70
3103,499969,50
484465,434561,35
324497,308220,20
250664,292558,69
315112,318089,50
309639,323070,25
643204,456555,15
423594,410948,350
260299,350139,11
340132,403398,23
403398,340132,25
14958,8743,29
14345,388401,23
250329,478104,149
192531,509150,99
360600,308426,40
309691,312016,50
432881,434908,5
541381,541392,19
419388,7978,10
461286,14970,81
284460,346859,6
508943,428228,100
499442,360822,8
526763,519264,5
238032,440080,20
460892,14553,10
331605,386712,20
411769,270684,112
506483,392597,40
432022,561012,5
18988,237702,175
198629,269694,146
511343,370704,1
14346,348561,22
510503,739486,43
507612,5431,41
318908,310364,12
14589,14370,23
352904,435694,263
21941,300986,500
384359,269694,100
355110,364883,80
399485,284063,30
317777,206,1000
227541,296148,222
501095,296315,200
368021,4483,666
198149,497899,1000
269321,508309,10
419991,439396,400
401271,367537,10
406881,452094,25
337056,420540,10
395346,409032,69
294100,14383,169
268608,276506,30
415872,218142,50
385469,459278,11
4743,263333,84
20806,405751,300
434093,483746,20
293102,366017,50
788796,1110,455
474246,474800,55
256096,291253,103
425633,692587,50
380287,436456,111
477435,428666,202
306911,524157,40
511655,350139,10
443225,449096,50
420493,490760,150
14345,14260,37
194028,788231,1000
308588,3652,15
307834,428931,69
265153,401491,11
461560,273254,85
414436,439433,368
787026,311936,85
386021,333932,200
385627,322662,50
277454,421512,200
419660,419344,125
434222,336594,25
541381,539840,14
14882,528,50
7626,272331,50
500000,482872,19
332316,307199,50
423415,513010,431
456030,432341,50
611040,444496,50
262303,434908,30
474917,503018,280
444283,392480,50
503125,514790,271
11782,307834,500
367537,299135,39
509851,268412,81
392080,11287,13
511679,510213,87
509050,500918,50
390940,447323,322
19328,642075,20
497229,245124,10
426152,448256,140
422708,787593,500
318908,541255,7
423378,293760,50
415745,373566,26
386247,385830,20
572395,2433,10
504991,407021,301
504991,504228,101
416557,502908,9
403619,420554,100
14447,343434,40
248564,497372,62
285462,685084,13
368021,245124,420
18745,434222,30
429002,419871,500
234616,422899,100
454029,454410,709
508949,535036,2
236210,327794,80
456735,435501,10
332300,248681,20
332300,308827,20
330296,321806,404
517119,517057,106
234559,232187,500
380913,281429,100
359338,389234,50
484465,418782,50
497257,263574,5
298541,434908,70
413367,508655,231
435085,627459,4
386264,423214,250
387283,292423,70
281429,354220,50
345497,273708,100
308426,302556,25
420925,377453,28
341438,462351,111
503541,326736,220
247143,541326,20
424036,436036,242
292262,445429,71
371561,9820,463
427297,493739,20
406718,510260,20
320219,484591,25
556123,428740,19
377554,333821,224
471502,14511,10
287806,400074,20
8926,195117,70
478740,460892,20
454819,327687,20
365224,346906,73
17360,18723,100
449044,387008,2
311387,598216,6
311387,644823,4
9386,509329,55
259597,308318,268
20118,403619,20
423378,283144,50
192702,234616,283
283789,513129,10
13536,8152,1
401556,512741,244
315721,349975,100
253197,374386,52
618597,628100,50
424419,508756,100
380400,508756,44
421849,321850,138
449264,421000,15
244479,237884,1000
445127,242661,24
396475,386476,81
461236,306929,35
302319,263309,100
602457,417204,32
346064,7941,32
342551,382645,100
318213,420218,100
270138,337090,169
266782,7910,25
530935,606227,3
321806,517066,10
340907,340936,10
435085,350139,10
359338,324096,100
512768,481292,49
5821,7048,50
508756,508575,405
480498,368021,1
356991,520942,55
308426,265048,25
420374,360623,30
239828,359814,189
287806,463031,40
508738,474179,827
256931,211186,69
378646,279097,30
758731,784289,83
395500,403020,50
409059,445359,25
293382,214570,10
237000,385336,43
382998,511421,20
336653,510260,79
502568,247143,111
354775,420657,20
377373,492266,55
509717,301312,229
385469,621391,10
232704,252180,223
15343,318213,100
484336,449539,10
390940,2788,100
333821,377554,226
333932,455449,155
13089,617632,153
410258,426928,14
357596,372824,10
600229,406952,13
283144,12626,100
429564,543177,100
408746,514577,8
519307,441253,85
456596,453573,36
291771,270451,80
296687,8405,100
296687,337018,100
338557,226538,16
461424,419388,174
245237,248345,50
15792,8152,4
443198,420493,7
401724,508096,146
407021,504991,300
375775,289295,10
242661,232512,77
401271,526618,39
223778,285462,100
242661,20118,20
302231,363961,1645
599948,644667,5
241763,224026,44
449009,435827,100
286367,409701,500
462351,379150,156
234616,562555,100
551112,427317,30
410577,395346,50
493739,423378,50
406230,501244,121
631749,17356,100
261625,281429,111
335852,291686,150
606671,350139,3
604614,613204,37
18471,475478,40
377453,14044,25
503491,401736,4
388111,404757,55
535736,443136,31
307199,332316,50
498233,454161,7
599948,389066,5
419388,461424,10
335969,405451,30
20118,198629,102
307199,331758,100
319003,514564,357
461208,392407,87
205622,230147,103
238032,1110,25
343622,198629,75
403298,414304,10
520827,323975,10
454819,482024,20
472948,538722,15
516205,381018,51
420880,296687,50
311387,521007,4
511102,348569,8
466111,481970,100
12502,206,25
595763,525157,50
318213,349621,300
509022,418296,22
312316,501566,100
406881,414180,25
296315,471160,70
14958,403619,25
442770,462351,101
7472,300265,20
437898,288740,790
394357,4294,25
432618,351670,1730
365934,367537,5
482184,580446,20
383508,330133,110
509022,218142,50
403404,446581,25
466688,272116,10
315697,459879,30
9326,1689,87
404871,245579,300
316088,445210,10
336873,574939,50
606671,644823,10
379089,423378,50
246905,306929,50
300929,301657,150
440131,291253,100
322615,19105,500
324790,511753,500
472977,545510,10
420554,3652,29
439610,636056,90
498370,277313,50
463031,292310,5
572574,250841,83
233030,287372,2000
427631,544462,14
496614,280736,113
426836,427280,88
541465,539840,14
